RebelLaser.wav			70 2000 ; 000__1_0 - RebelLaser
EmpireLaserTurbo.wav		70 2800 ; 209_1_57_R2D2 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 209_1_57_R2D2 - IonCannon
IonCannonTurbo.wav		75 2800 ; 209_1_57_R2D2 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 209_1_57_R2D2 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 209_1_57_R2D2 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 209_1_57_R2D2 - IonCannonStarship
unused ; 209_1_57_R2D2 - unused
RebelLaser.wav			70 2000 ; 210_1_0_SatB - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 210_1_0_SatB - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 210_1_0_SatB - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 210_1_0_SatB - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 210_1_0_SatB - IonCannon
IonCannonTurbo.wav		75 2800 ; 210_1_0_SatB - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 210_1_0_SatB - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 210_1_0_SatB - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 210_1_0_SatB - IonCannonStarship
unused ; 210_1_0_SatB - unused
RebelLaser.wav			70 2000 ; 211_1_1_SatC - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 211_1_1_SatC - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 211_1_1_SatC - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 211_1_1_SatC - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 211_1_1_SatC - IonCannon
IonCannonTurbo.wav		75 2800 ; 211_1_1_SatC - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 211_1_1_SatC - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 211_1_1_SatC - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 211_1_1_SatC - IonCannonStarship
unused ; 211_1_1_SatC - unused
RebelLaser.wav			70 2000 ; 212_1_2_SatD - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 212_1_2_SatD - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 212_1_2_SatD - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 212_1_2_SatD - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 212_1_2_SatD - IonCannon
IonCannonTurbo.wav		75 2800 ; 212_1_2_SatD - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 212_1_2_SatD - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 212_1_2_SatD - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 212_1_2_SatD - IonCannonStarship
unused ; 212_1_2_SatD - unused
RebelLaser.wav			70 2000 ; 213_1_7_Probe - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 213_1_7_Probe - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 213_1_7_Probe - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 213_1_7_Probe - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 213_1_7_Probe - IonCannon
IonCannonTurbo.wav		75 2800 ; 213_1_7_Probe - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 213_1_7_Probe - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 213_1_7_Probe - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 213_1_7_Probe - IonCannonStarship
unused ; 213_1_7_Probe - unused
RebelLaser.wav			70 2000 ; 214_1_50_ProbeCapsule - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 214_1_50_ProbeCapsule - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 214_1_50_ProbeCapsule - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 214_1_50_ProbeCapsule - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 214_1_50_ProbeCapsule - IonCannon
IonCannonTurbo.wav		75 2800 ; 214_1_50_ProbeCapsule - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 214_1_50_ProbeCapsule - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 214_1_50_ProbeCapsule - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 214_1_50_ProbeCapsule - IonCannonStarship
unused ; 214_1_50_ProbeCapsule - unused
RebelLaser.wav			70 2000 ; 215_1_47_BuoyC - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 215_1_47_BuoyC - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 215_1_47_BuoyC - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 215_1_47_BuoyC - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 215_1_47_BuoyC - IonCannon
IonCannonTurbo.wav		75 2800 ; 215_1_47_BuoyC - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 215_1_47_BuoyC - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 215_1_47_BuoyC - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 215_1_47_BuoyC - IonCannonStarship
unused ; 215_1_47_BuoyC - unused
RebelLaser.wav			70 2000 ; 216_1_48_BuoyB - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 216_1_48_BuoyB - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 216_1_48_BuoyB - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 216_1_48_BuoyB - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 216_1_48_BuoyB - IonCannon
IonCannonTurbo.wav		75 2800 ; 216_1_48_BuoyB - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 216_1_48_BuoyB - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 216_1_48_BuoyB - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 216_1_48_BuoyB - IonCannonStarship
unused ; 216_1_48_BuoyB - unused
RebelLaser.wav			70 2000 ; 217_1_49_BuoyRendez - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 217_1_49_BuoyRendez - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 217_1_49_BuoyRendez - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 217_1_49_BuoyRendez - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 217_1_49_BuoyRendez - IonCannon
IonCannonTurbo.wav		75 2800 ; 217_1_49_BuoyRendez - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 217_1_49_BuoyRendez - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 217_1_49_BuoyRendez - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 217_1_49_BuoyRendez - IonCannonStarship
unused ; 217_1_49_BuoyRendez - unused
RebelLaser.wav			70 2000 ; 218_1_8_BuoyFaux - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 218_1_8_BuoyFaux - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 218_1_8_BuoyFaux - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 218_1_8_BuoyFaux - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 218_1_8_BuoyFaux - IonCannon
IonCannonTurbo.wav		75 2800 ; 218_1_8_BuoyFaux - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 218_1_8_BuoyFaux - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 218_1_8_BuoyFaux - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 218_1_8_BuoyFaux - IonCannonStarship
unused ; 218_1_8_BuoyFaux - unused
RebelLaser.wav			70 2000 ; 219_1_3_MineA - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 219_1_3_MineA - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 219_1_3_MineA - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 219_1_3_MineA - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 219_1_3_MineA - IonCannon
IonCannonTurbo.wav		75 2800 ; 219_1_3_MineA - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 219_1_3_MineA - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 219_1_3_MineA - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 219_1_3_MineA - IonCannonStarship
unused ; 219_1_3_MineA - unused
RebelLaser.wav			70 2000 ; 220_1_4_MineB - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 220_1_4_MineB - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 220_1_4_MineB - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 220_1_4_MineB - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 220_1_4_MineB - IonCannon
IonCannonTurbo.wav		75 2800 ; 220_1_4_MineB - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 220_1_4_MineB - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 220_1_4_MineB - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 220_1_4_MineB - IonCannonStarship
unused ; 220_1_4_MineB - unused
RebelLaser.wav			70 2000 ; 221_1_5_MineC - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 221_1_5_MineC - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 221_1_5_MineC - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 221_1_5_MineC - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 221_1_5_MineC - IonCannon
IonCannonTurbo.wav		75 2800 ; 221_1_5_MineC - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 221_1_5_MineC - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 221_1_5_MineC - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 221_1_5_MineC - IonCannonStarship
unused ; 221_1_5_MineC - unused
RebelLaser.wav			70 2000 ; 222__1_0 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 222__1_0 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 222__1_0 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 222__1_0 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 222__1_0 - IonCannon
IonCannonTurbo.wav		75 2800 ; 222__1_0 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 222__1_0 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 222__1_0 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 222__1_0 - IonCannonStarship
unused ; 222__1_0 - unused
